sex age period CancerCM POP
1 63 13 6911 949057
1 63 14 7150 992613
1 63 15 7130 1008397
1 63 16 6949 976113
1 63 17 7048 997755
1 63 18 7269 998713
1 63 19 7257 971933
1 63 20 7220 980636
1 63 21 7105 1004788
1 63 22 6849 978524
1 63 23 6803 990069
1 63 24 6515 975229
1 63 25 6322 932104
1 63 26 6172 924075
1 63 27 5722 921282
1 63 28 5966 984781
1 63 29 5728 971465
1 63 30 5811 982386
1 63 31 5864 1023680
1 63 32 5972 1037264
1 63 33 5920 1070627
1 63 34 5980 1091615
1 63 35 6293 1165953
1 63 36 6940 1314940
1 64 1 5453 748868
1 64 2 5780 783125
1 64 3 5813 796414
1 64 4 6134 842754
1 64 5 6107 820393
1 64 6 6330 831159
1 64 7 6383 851027
1 64 8 6661 863458
1 64 9 6825 880029
1 64 10 6709 879452
1 64 11 6823 900385
1 64 12 6856 928190
1 64 13 6859 922262
1 64 14 7163 948390
1 64 15 7523 991946
1 64 16 7649 1007581
1 64 17 7400 975680
1 64 18 7426 997198
1 64 19 7640 998365
1 64 20 7555 971130
1 64 21 7627 980691
1 64 22 7480 1004452
1 64 23 7354 976895
1 64 24 7325 986466
1 64 25 6966 970775
1 64 26 6533 925773
1 64 27 6374 916375
1 64 28 6084 912797
1 64 29 6430 973141
1 64 30 6212 959010
1 64 31 6116 966099
1 64 32 6335 1007248
1 64 33 6239 1020611
1 64 34 6245 1056743
1 64 35 6265 1074547
1 64 36 6582 1148449
1 65 1 5800 720541
1 65 2 6044 732391
1 65 3 6068 765768
1 65 4 6337 778637
1 65 5 6534 824789
1 65 6 6593 801253
1 65 7 6673 811707
1 65 8 6734 831060
1 65 9 7138 843141
1 65 10 7230 862694
1 65 11 7059 864906
1 65 12 7292 883432
1 65 13 7146 907341
1 65 14 7235 898438
1 65 15 7911 920579
1 65 16 8044 959249
1 65 17 8003 971271
1 65 18 7863 937508
1 65 19 7957 955284
1 65 20 8211 962045
1 65 21 7976 941525
1 65 22 7900 951944
1 65 23 7947 976567
1 65 24 7554 950977
1 65 25 7384 962021
1 65 26 7237 947764
1 65 27 6784 905461
1 65 28 6758 897969
1 65 29 6547 895420
1 65 30 6684 941570
1 65 31 6453 941548
1 65 32 6465 948629
1 65 33 6381 989432
1 65 34 6466 1000687
1 65 35 6529 1038846
1 65 36 6649 1056494
1 66 1 5849 688795
1 66 2 5946 701209
1 66 3 6039 711768
1 66 4 6330 744987
1 66 5 6383 757324
1 66 6 6563 803146
1 66 7 6750 779215
1 66 8 6974 788633
1 66 9 7092 807738
1 66 10 7265 816708
1 66 11 7558 822067
1 66 12 7491 826637
1 66 13 7340 846701
1 66 14 7702 870571
1 66 15 7549 864505
1 66 16 7954 886836
1 66 17 8359 926358
1 66 18 8385 939387
1 66 19 8345 908921
1 66 20 8518 927934
1 66 21 8357 932929
1 66 22 8386 914588
1 66 23 8212 926086
1 66 24 8221 951000
1 66 25 7788 927345
1 66 26 7748 938842
1 66 27 7497 925782
1 66 28 7304 884900
1 66 29 6944 877448
1 66 30 6831 883798
1 66 31 6872 922620
1 66 32 6785 922574
1 66 33 6729 929475
1 66 34 6697 972143
1 66 35 6861 981803
1 66 36 6824 1019661
1 67 1 5857 645396
1 67 2 6016 666993
1 67 3 6168 678635
1 67 4 6423 689230
1 67 5 6625 722362
1 67 6 6740 734266
1 67 7 6894 780124
1 67 8 7180 755703
1 67 9 7276 765708
1 67 10 7550 787301
1 67 11 7733 796780
1 67 12 7852 803904
1 67 13 7877 809868
1 67 14 7810 831355
1 67 15 7979 856847
1 67 16 7908 852011
1 67 17 8398 875706
1 67 18 8605 916458
1 67 19 8671 931259
1 67 20 8555 897024
1 67 21 8880 911297
1 67 22 8874 917876
1 67 23 8700 901190
1 67 24 8691 913536
1 67 25 8573 940733
1 67 26 8167 918930
1 67 27 8168 932324
1 67 28 7753 921145
1 67 29 7256 880924
1 67 30 7211 865693
1 67 31 7155 864753
1 67 32 7190 903060
1 67 33 7154 902931
1 67 34 7019 907464
1 67 35 7156 952454
1 67 36 7040 961900
1 68 1 5898 605096
1 68 2 5896 619979
1 68 3 6309 641386
1 68 4 6383 653640
1 68 5 6742 664590
1 68 6 7034 698043
1 68 7 7053 710755
1 68 8 7326 757283
1 68 9 7325 733811
1 68 10 7649 743285
1 68 11 7682 752597
1 68 12 7850 759744
1 68 13 8035 763839
1 68 14 8032 766951
1 68 15 8067 786160
1 68 16 8420 807024
1 68 17 8388 800260
1 68 18 8696 819592
1 68 19 8972 855612
1 68 20 9160 872053
1 68 21 8941 849888
1 68 22 9325 864218
1 68 23 9134 871352
1 68 24 8902 856059
1 68 25 8879 869589
1 68 26 8777 896132
1 68 27 8539 876187
1 68 28 8358 890066
1 68 29 8040 879176
1 68 30 7711 861054
1 68 31 7463 845072
1 68 32 7292 844134
1 68 33 7330 881901
1 68 34 7198 880839
1 68 35 7133 887187
1 68 36 7275 931979
1 69 1 5712 544330
1 69 2 6095 577926
1 69 3 6282 592750
1 69 4 6305 614323
1 69 5 6466 627086
1 69 6 6912 638650
1 69 7 7151 672465
1 69 8 7234 685353
1 69 9 7485 731561
1 69 10 7673 705800
1 69 11 7605 719835
1 69 12 8203 731507
1 69 13 8230 740038
1 69 14 8396 745870
1 69 15 8271 752289
1 69 16 8570 773836
1 69 17 8752 796830
1 69 18 8454 792965
1 69 19 8874 814900
1 69 20 9265 854973
1 69 21 9600 862943
1 69 22 9199 839203
1 69 23 9442 851322
1 69 24 9430 856178
1 69 25 9243 839803
1 69 26 9245 851064
1 69 27 9033 876021
1 69 28 8503 854872
1 69 29 8569 866543
1 69 30 8343 847267
1 69 31 8008 838468
1 69 32 7682 822918
1 69 33 7486 821802
1 69 34 7730 871689
1 69 35 7433 859264
1 69 36 7613 865855
1 70 1 5939 531810
1 70 2 5717 505837
1 70 3 6130 533771
1 70 4 6331 543806
1 70 5 6387 559832
1 70 6 6790 567126
1 70 7 6970 573232
1 70 8 7275 599359
1 70 9 7321 606474
1 70 10 7611 657413
1 70 11 7882 670764
1 70 12 7850 684652
1 70 13 8301 695130
1 70 14 8377 702755
1 70 15 8597 708533
1 70 16 8805 714563
1 70 17 8372 736428
1 70 18 8749 757770
1 70 19 9021 754756
1 70 20 9385 779802
1 70 21 9603 831968
1 70 22 9625 839721
1 70 23 9702 816813
1 70 24 9723 828530
1 70 25 9650 833998
1 70 26 9675 818329
1 70 27 9419 830318
1 70 28 9105 855654
1 70 29 8668 835920
1 70 30 8769 839768
1 70 31 8381 822564
1 70 32 8173 814408
1 70 33 7929 798643
1 70 34 7647 788694
1 70 35 7977 848575
1 70 36 7693 836090
1 71 1 5809 521292
1 71 2 6108 509924
1 71 3 5882 487698
1 71 4 6130 521330
1 71 5 6576 536585
1 71 6 6609 558895
1 71 7 6950 571906
1 71 8 7331 582857
1 71 9 7514 617382
1 71 10 7472 615889
1 71 11 7943 629391
1 71 12 7958 643271
1 71 13 8180 656880
1 71 14 8437 667056
1 71 15 8532 674891
1 71 16 8783 680522
1 71 17 8825 687546
1 71 18 8671 709690
1 71 19 9214 732227
1 71 20 9060 726783
1 71 21 9542 750231
1 71 22 9855 800209
1 71 23 9936 806895
1 71 24 9798 783450
1 71 25 9841 794831
1 71 26 9960 798876
1 71 27 9434 782986
1 71 28 9562 793745
1 71 29 9223 817115
1 71 30 8986 802166
1 71 31 8865 813392
1 71 32 8788 796483
1 71 33 8119 788175
1 71 34 7884 778375
1 71 35 7860 765226
1 71 36 7934 824797
1 72 1 5490 460001
1 72 2 6090 489586
1 72 3 6162 476858
1 72 4 5983 454388
1 72 5 6415 486414
1 72 6 6664 500451
1 72 7 6913 520873
1 72 8 7134 531577
1 72 9 7355 541572
1 72 10 7718 579817
1 72 11 7619 590133
1 72 12 7874 601112
1 72 13 8184 611638
1 72 14 8325 621567
1 72 15 8571 628331
1 72 16 8660 632384
1 72 17 8881 635025
1 72 18 8829 638853
1 72 19 9149 658325
1 72 20 9223 687330
1 72 21 9208 708759
1 72 22 9559 730397
1 72 23 10109 778299
1 72 24 10011 783351
1 72 25 9979 760438
1 72 26 9944 770088
1 72 27 9902 773225
1 72 28 9853 757314
1 72 29 9714 766712
1 72 30 9449 788797
1 72 31 9175 774130
1 72 32 8945 785583
1 72 33 8658 768599
1 72 34 8302 758953
1 72 35 8154 753412
1 72 36 7759 740465
1 73 1 5433 421251
1 73 2 5528 432833
1 73 3 5840 464833
1 73 4 6109 454759
1 73 5 5849 433625
1 73 6 6397 468772
1 73 7 6615 485424
1 73 8 6898 508535
1 73 9 7128 522305
1 73 10 7311 524287
1 73 11 7394 536570
1 73 12 7793 549664
1 73 13 7925 562947
1 73 14 8209 575846
1 73 15 8411 588445
1 73 16 8494 597690
1 73 17 8999 604940
1 73 18 8866 610374
1 73 19 8877 618475
1 73 20 9159 629840
1 73 21 9428 641401
1 73 22 9048 666317
1 73 23 10077 690888
1 73 24 10179 740492
1 73 25 10251 750924
1 73 26 9923 733390
1 73 27 9827 747709
1 73 28 9967 756018
1 73 29 9778 745037
1 73 30 9692 754625
1 73 31 9588 758559
1 73 32 9126 744492
1 73 33 9105 755420
1 73 34 8668 739313
1 73 35 8720 731920
1 73 36 8205 726996
1 74 1 5269 398877
1 74 2 5551 390529
1 74 3 5293 402041
1 74 4 5925 434255
1 74 5 6233 424518
1 74 6 5896 404333
1 74 7 6525 439415
1 74 8 6672 455364
1 74 9 6901 478352
1 74 10 7142 494175
1 74 11 7343 506181
1 74 12 7599 518832
1 74 13 7920 531733
1 74 14 8007 544936
1 74 15 8052 558247
1 74 16 8314 570767
1 74 17 8679 580312
1 74 18 8957 587293
1 74 19 9153 594013
1 74 20 9094 600134
1 74 21 9251 609737
1 74 22 9417 620323
1 74 23 9348 644409
1 74 24 9809 667315
1 74 25 10245 715475
1 74 26 10212 724880
1 74 27 9800 707720
1 74 28 9949 721611
1 74 29 9892 729191
1 74 30 9598 715910
1 74 31 9819 723014
1 74 32 9723 727156
1 74 33 8990 712983
1 74 34 8969 734575
1 74 35 8862 710639
1 74 36 8476 703828
1 75 1 5430 378506
1 75 2 5413 369129
1 75 3 5338 360766
1 75 4 5386 372938
1 75 5 6019 405468
1 75 6 6114 395893
1 75 7 5890 376042
1 75 8 6509 410407
1 75 9 6624 426790
1 75 10 6973 450828
1 75 11 7020 463599
1 75 12 7373 476265
1 75 13 7793 488639
1 75 14 7713 501616
1 75 15 8154 515586
1 75 16 8321 529234
1 75 17 8359 542437
1 75 18 8707 551994
1 75 19 8947 560445
1 75 20 9078 572127
1 75 21 9020 580481
1 75 22 9208 589585
1 75 23 9365 598755
1 75 24 9307 620374
1 75 25 9746 642097
1 75 26 9928 687155
1 75 27 10080 695217
1 75 28 10081 678287
1 75 29 9932 690588
1 75 30 9798 693572
1 75 31 9778 683021
1 75 32 9679 690673
1 75 33 9798 694379
1 75 34 9121 680024
1 75 35 9069 704097
1 75 36 8702 680466
1 76 1 5192 353216
1 76 2 5399 352107
1 76 3 5195 343718
1 76 4 5338 337013
1 76 5 5120 350924
1 76 6 5751 386492
1 76 7 5961 378492
1 76 8 5852 356556
1 76 9 6339 393999
1 76 10 6606 407457
1 76 11 6708 419043
1 76 12 7052 431096
1 76 13 7243 442350
1 76 14 7662 452940
1 76 15 7486 465081
1 76 16 7931 477747
1 76 17 8146 490662
1 76 18 8253 502117
1 76 19 8574 511231
1 76 20 8965 520811
1 76 21 8906 540478
1 76 22 8921 547903
1 76 23 9275 556327
1 76 24 9270 564439
1 76 25 9280 585444
1 76 26 9857 605559
1 76 27 9816 648018
1 76 28 10008 655759
1 76 29 9882 639518
1 76 30 9858 653310
1 76 31 9824 658923
1 76 32 9550 649223
1 76 33 9596 656222
1 76 34 9560 660515
1 76 35 8967 648520
1 76 36 9073 672858
1 77 1 4912 319364
1 77 2 4944 326669
1 77 3 5091 325651
1 77 4 5145 318197
1 77 5 5068 312252
1 77 6 5214 326384
1 77 7 5747 362430
1 77 8 5716 354026
1 77 9 5639 333083
1 77 10 6282 368217
1 77 11 6388 378617
1 77 12 6683 390303
1 77 13 6925 401778
1 77 14 7045 412498
1 77 15 7441 422828
1 77 16 7416 434639
1 77 17 7647 447633
1 77 18 8013 460160
1 77 19 8233 472377
1 77 20 8608 481054
1 77 21 8808 490879
1 77 22 8826 509183
1 77 23 8807 515839
1 77 24 8832 523189
1 77 25 9102 531431
1 77 26 8975 550563
1 77 27 9578 569479
1 77 28 9620 609734
1 77 29 9890 616768
1 77 30 9750 600991
1 77 31 9613 617825
1 77 32 9782 623831
1 77 33 9402 613755
1 77 34 9435 625808
1 77 35 9380 627540
1 77 36 8966 616010
1 78 1 4639 297607
1 78 2 4751 297834
1 78 3 4794 307266
1 78 4 4959 308946
1 78 5 4955 303543
1 78 6 5185 298591
1 78 7 5006 315332
1 78 8 5613 356824
1 78 9 5704 350445
1 78 10 5610 333174
1 78 11 5929 340792
1 78 12 6253 350879
1 78 13 6458 361371
1 78 14 6611 371677
1 78 15 6887 381554
1 78 16 7052 390726
1 78 17 7371 402038
1 78 18 7544 413924
1 78 19 7746 426669
1 78 20 7938 440468
1 78 21 8358 458662
1 78 22 8666 467049
1 78 23 8697 483165
1 78 24 8810 487595
1 78 25 8745 493856
1 78 26 8823 499848
1 78 27 8793 516594
1 78 28 9269 533271
1 78 29 9499 569315
1 78 30 9564 573276
1 78 31 9314 565534
1 78 32 9475 582814
1 78 33 9419 588216
1 78 34 9323 580944
1 78 35 9439 592209
1 78 36 9177 594245
1 79 1 4362 257870
1 79 2 4655 272812
1 79 3 4509 271793
1 79 4 4805 280268
1 79 5 4699 281212
1 79 6 4796 274785
1 79 7 4910 269800
1 79 8 4729 285253
1 79 9 5243 321181
1 79 10 5433 302394
1 79 11 5215 308751
1 79 12 5865 315784
1 79 13 6103 324947
1 79 14 6107 334281
1 79 15 6409 343887
1 79 16 6583 353005
1 79 17 6984 361697
1 79 18 7056 371991
1 79 19 7322 384214
1 79 20 7684 396187
1 79 21 7749 409948
1 79 22 8238 426716
1 79 23 8453 434093
1 79 24 8342 448458
1 79 25 8476 453130
1 79 26 8358 458599
1 79 27 8603 464139
1 79 28 8612 479882
1 79 29 9019 495196
1 79 30 9340 533732
1 79 31 9455 536892
1 79 32 9287 530017
1 79 33 9329 546390
1 79 34 9184 555510
1 79 35 9134 546771
1 79 36 9069 558532
1 80 1 3831 221534
1 80 2 4142 229560
1 80 3 4270 240281
1 80 4 4315 236160
1 80 5 4449 241397
1 80 6 4570 238536
1 80 7 4604 229347
1 80 8 4642 221123
1 80 9 4638 232063
1 80 10 5081 262589
1 80 11 5240 268088
1 80 12 5174 274795
1 80 13 5636 280870
1 80 14 5716 289391
1 80 15 6000 298159
1 80 16 6183 307301
1 80 17 6499 316436
1 80 18 6696 324212
1 80 19 6901 335173
1 80 20 7198 346427
1 80 21 7445 355628
1 80 22 7611 371730
1 80 23 7973 389780
1 80 24 8124 399610
1 80 25 8259 416750
1 80 26 8196 424195
1 80 27 8041 432483
1 80 28 8246 441304
1 80 29 8184 459536
1 80 30 8845 458758
1 80 31 8928 496266
1 80 32 9037 499810
1 80 33 8835 492428
1 80 34 8920 508742
1 80 35 8917 519532
1 80 36 9062 511308
1 81 1 3653 215780
1 81 2 3627 203574
1 81 3 3753 214408
1 81 4 4074 229348
1 81 5 4034 228547
1 81 6 4168 237745
1 81 7 4284 238281
1 81 8 4436 230671
1 81 9 4453 224253
1 81 10 4326 225823
1 81 11 4745 231064
1 81 12 4945 237512
1 81 13 4909 244519
1 81 14 5396 250579
1 81 15 5421 259603
1 81 16 5783 268728
1 81 17 5983 278865
1 81 18 5989 288280
1 81 19 6376 297598
1 81 20 6639 307184
1 81 21 6864 314723
1 81 22 7004 321931
1 81 23 7197 335617
1 81 24 7602 350909
1 81 25 7542 359716
1 81 26 7743 374129
1 81 27 7640 380030
1 81 28 7806 387056
1 81 29 8036 394017
1 81 30 7848 422815
1 81 31 8346 423021
1 81 32 8639 460005
1 81 33 8810 462919
1 81 34 8245 462486
1 81 35 8762 472450
1 81 36 8821 483350
1 82 1 3332 188680
1 82 2 3272 194666
1 82 3 3383 180977
1 82 4 3537 191234
1 82 5 3754 205654
1 82 6 3835 203857
1 82 7 3968 211889
1 82 8 4184 211198
1 82 9 3996 203570
1 82 10 4083 198428
1 82 11 3980 203255
1 82 12 4576 208777
1 82 13 4544 214984
1 82 14 4652 221582
1 82 15 5044 227259
1 82 16 5152 236022
1 82 17 5231 245372
1 82 18 5680 254897
1 82 19 5933 265010
1 82 20 6015 272960
1 82 21 6279 279533
1 82 22 6531 287036
1 82 23 6752 294722
1 82 24 6640 307925
1 82 25 7176 323589
1 82 26 7186 332640
1 82 27 7374 347292
1 82 28 7241 354112
1 82 29 7404 361782
1 82 30 7570 367169
1 82 31 7563 388016
1 82 32 8039 387991
1 82 33 8186 423473
1 82 34 8262 426778
1 82 35 8221 426650
1 82 36 8435 437212
1 83 1 2853 151984
1 83 2 2965 169036
1 83 3 3109 173413
1 83 4 3060 158822
1 83 5 3409 168511
1 83 6 3535 181773
1 83 7 3646 179350
1 83 8 3693 185783
1 83 9 3918 184670
1 83 10 3822 180549
1 83 11 3892 183544
1 83 12 3851 188156
1 83 13 4324 192055
1 83 14 4274 196646
1 83 15 4327 201516
1 83 16 4716 205290
1 83 17 4770 212744
1 83 18 4973 219811
1 83 19 5220 228050
1 83 20 5506 236488
1 83 21 5899 247249
1 83 22 5787 252525
1 83 23 6125 258321
1 83 24 6434 263930
1 83 25 6420 275245
1 83 26 6648 287894
1 83 27 6682 294771
1 83 28 6888 306777
1 83 29 6873 311593
1 83 30 6906 320245
1 83 31 7086 334051
1 83 32 6899 354818
1 83 33 7525 353798
1 83 34 7799 382479
1 83 35 7938 391246
1 83 36 7740 391934
1 84 1 2440 126958
1 84 2 2711 134037
1 84 3 2809 149410
1 84 4 2870 152316
1 84 5 2812 137075
1 84 6 3150 145796
1 84 7 3217 157832
1 84 8 3385 154337
1 84 9 3442 159741
1 84 10 3621 158816
1 84 11 3596 161550
1 84 12 3527 165031
1 84 13 3584 169425
1 84 14 3883 172718
1 84 15 3987 176646
1 84 16 3972 180713
1 84 17 4186 184009
1 84 18 4452 190366
1 84 19 4725 197346
1 84 20 4773 202685
1 84 21 5208 209293
1 84 22 5407 219007
1 84 23 5368 224226
1 84 24 5737 229456
1 84 25 5794 235312
1 84 26 5959 245583
1 84 27 6129 257291
1 84 28 6155 264031
1 84 29 6397 275403
1 84 30 6472 282798
1 84 31 6267 289138
1 84 32 6620 302700
1 84 33 6538 322627
1 84 34 6952 337375
1 84 35 7269 348197
1 84 36 7389 357098
2 0 1 73 1758210
2 0 2 77 1616943
2 0 3 67 1529940
2 0 4 52 1495976
2 0 5 61 1538983
2 0 6 47 1522547
2 0 7 50 1599143
2 0 8 70 1624209
2 0 9 49 1673345
2 0 10 47 1739898
2 0 11 47 1761743
2 0 12 55 1779872
2 0 13 62 1781342
2 0 14 54 1744321
2 0 15 58 1796384
2 0 16 44 1806311
2 0 17 50 1808461
2 0 18 43 1834875
2 0 19 57 1885683
2 0 20 42 1946978
2 0 21 33 1955964
2 0 22 44 1942385
2 0 23 32 1898740
2 0 24 31 1872248
2 0 25 34 1850135
2 0 26 45 1827352
2 0 27 46 1831017
2 0 28 36 1834445
2 0 29 32 1852123
2 0 30 42 1877912
2 0 31 37 1968616
2 0 32 32 1957087
2 0 33 41 1958070
2 0 34 37 1998101
2 0 35 30 2001260
2 0 36 37 2041306
2 1 1 90 1711091
2 1 2 73 1744335
2 1 3 81 1597990
2 1 4 71 1506472
2 1 5 68 1468227
2 1 6 62 1504606
2 1 7 63 1482536
2 1 8 65 1551157
2 1 9 64 1568665
2 1 10 55 1618532
2 1 11 68 1678106
2 1 12 59 1703143
2 1 13 62 1723769
2 1 14 53 1729151
2 1 15 48 1697543
2 1 16 58 1751880
2 1 17 49 1765213
2 1 18 67 1771621
2 1 19 54 1799811
2 1 20 62 1855951
2 1 21 69 1931745
2 1 22 55 1943268
2 1 23 52 1934254
2 1 24 57 1894328
2 1 25 35 1872306
2 1 26 38 1854022
2 1 27 45 1834950
2 1 28 46 1842747
2 1 29 43 1849170
2 1 30 44 1860960
2 1 31 39 1880354
2 1 32 40 1971000
2 1 33 30 1959431
2 1 34 44 1969752
2 1 35 29 1999701
2 1 36 39 2002943
2 2 1 115 1640724
2 2 2 97 1684507
2 2 3 102 1720452
2 2 4 72 1579340
2 2 5 74 1492981
2 2 6 78 1457971
2 2 7 72 1496239
2 2 8 72 1477745
2 2 9 63 1548649
2 2 10 62 1569137
2 2 11 86 1621040
2 2 12 92 1680972
2 2 13 69 1705935
2 2 14 63 1727436
2 2 15 66 1734145
2 2 16 67 1703465
2 2 17 63 1758880
2 2 18 64 1774455
2 2 19 60 1781493
2 2 20 51 1811773
2 2 21 48 1857136
2 2 22 70 1934175
2 2 23 59 1947790
2 2 24 60 1939097
2 2 25 56 1899558
2 2 26 34 1877398
2 2 27 50 1861062
2 2 28 35 1842481
2 2 29 51 1849556
2 2 30 46 1868372
2 2 31 56 1865885
2 2 32 39 1885277
2 2 33 48 1975908
2 2 34 41 1953944
2 2 35 48 1973655
2 2 36 38 2003647
2 3 1 105 1635101
2 3 2 117 1663087
2 3 3 84 1708343
2 3 4 109 1745514
2 3 5 84 1604691
2 3 6 83 1518106
2 3 7 65 1482890
2 3 8 58 1523677
2 3 9 61 1505793
2 3 10 58 1581299
2 3 11 78 1593945
2 3 12 73 1643828
2 3 13 81 1701475
2 3 14 59 1724016
2 3 15 54 1743339
2 3 16 65 1747658
2 3 17 65 1714300
2 3 18 66 1768221
2 3 19 57 1780542
2 3 20 67 1786893
2 3 21 65 1818198
2 3 22 51 1867183
2 3 23 60 1948602
2 3 24 59 1963921
2 3 25 53 1958111
2 3 26 54 1920111
2 3 27 53 1901395
2 3 28 51 1886654
2 3 29 48 1868553
2 3 30 56 1864031
2 3 31 56 1874434
2 3 32 51 1871924
2 3 33 41 1891308
2 3 34 47 1979903
2 3 35 38 1958753
2 3 36 51 1978618
2 4 1 120 1702415
2 4 2 89 1664780
2 4 3 96 1692790
2 4 4 104 1737819
2 4 5 92 1776568
2 4 6 86 1633112
2 4 7 72 1544176
2 4 8 65 1509379
2 4 9 78 1550701
2 4 10 55 1528103
2 4 11 75 1597794
2 4 12 70 1610599
2 4 13 77 1660884
2 4 14 82 1719684
2 4 15 68 1743252
2 4 16 57 1763598
2 4 17 72 1768804
2 4 18 66 1736860
2 4 19 58 1791668
2 4 20 56 1805224
2 4 21 58 1816629
2 4 22 57 1850746
2 4 23 53 1903067
2 4 24 56 1985507
2 4 25 54 2001927
2 4 26 56 1996366
2 4 27 52 1960247
2 4 28 47 1941603
2 4 29 51 1926335
2 4 30 46 1910580
2 4 31 41 1871282
2 4 32 59 1881682
2 4 33 49 1879147
2 4 34 57 1899694
2 4 35 45 1985699
2 4 36 42 1964732
2 5 1 126 1741914
2 5 2 107 1700928
2 5 3 108 1663345
2 5 4 91 1690633
2 5 5 97 1736921
2 5 6 88 1775560
2 5 7 60 1631851
2 5 8 79 1544746
2 5 9 73 1510435
2 5 10 68 1552659
2 5 11 63 1529390
2 5 12 66 1598193
2 5 13 76 1610205
2 5 14 40 1660498
2 5 15 78 1719501
2 5 16 71 1742793
2 5 17 47 1763415
2 5 18 59 1769553
2 5 19 67 1737305
2 5 20 77 1797847
2 5 21 60 1809948
2 5 22 56 1823600
2 5 23 57 1859889
2 5 24 45 1910936
2 5 25 49 1992617
2 5 26 35 2008835
2 5 27 77 2005687
2 5 28 46 1969808
2 5 29 52 1950892
2 5 30 58 1927714
2 5 31 48 1919063
2 5 32 61 1879798
2 5 33 48 1890181
2 5 34 49 1880631
2 5 35 38 1906475
2 5 36 39 1992740
2 6 1 127 1862992
2 6 2 89 1758507
2 6 3 95 1715182
2 6 4 94 1674694
2 6 5 98 1701529
2 6 6 81 1745798
2 6 7 65 1781665
2 6 8 67 1637288
2 6 9 73 1548658
2 6 10 52 1519508
2 6 11 68 1554826
2 6 12 54 1530791
2 6 13 72 1598607
2 6 14 52 1610507
2 6 15 46 1660690
2 6 16 57 1719530
2 6 17 62 1742703
2 6 18 45 1763866
2 6 19 55 1769440
2 6 20 50 1739053
2 6 21 53 1799103
2 6 22 52 1812156
2 6 23 51 1826910
2 6 24 45 1861785
2 6 25 48 1912247
2 6 26 49 1994051
2 6 27 52 2010059
2 6 28 46 2007320
2 6 29 49 1970698
2 6 30 37 1960518
2 6 31 62 1936678
2 6 32 39 1928042
2 6 33 47 1888761
2 6 34 43 1885174
2 6 35 43 1887829
2 6 36 46 1913901
2 7 1 103 1947828
2 7 2 97 1877643
2 7 3 87 1775567
2 7 4 88 1734293
2 7 5 92 1697713
2 7 6 74 1727501
2 7 7 76 1774633
2 7 8 74 1815931
2 7 9 52 1672378
2 7 10 71 1587554
2 7 11 70 1545290
2 7 12 60 1578196
2 7 13 58 1551170
2 7 14 65 1617514
2 7 15 54 1627617
2 7 16 51 1675989
2 7 17 55 1733000
2 7 18 43 1754242
2 7 19 57 1772664
2 7 20 36 1779261
2 7 21 53 1749386
2 7 22 50 1812551
2 7 23 51 1828761
2 7 24 68 1844256
2 7 25 51 1880559
2 7 26 46 1933719
2 7 27 42 2018805
2 7 28 34 2035798
2 7 29 43 2034495
2 7 30 52 1994553
2 7 31 48 1969264
2 7 32 48 1945466
2 7 33 50 1936812
2 7 34 49 1900489
2 7 35 55 1892239
2 7 36 52 1895090
2 8 1 89 1947611
2 8 2 85 1919822
2 8 3 101 1846212
2 8 4 85 1741272
2 8 5 61 1698167
2 8 6 66 1658128
2 8 7 68 1682514
2 8 8 67 1726166
2 8 9 73 1763016
2 8 10 63 1626464
2 8 11 48 1534256
2 8 12 57 1491782
2 8 13 54 1521833
2 8 14 41 1495425
2 8 15 43 1558826
2 8 16 45 1567443
2 8 17 52 1613488
2 8 18 44 1668526
2 8 19 58 1687183
2 8 20 39 1713686
2 8 21 42 1726741
2 8 22 44 1705667
2 8 23 58 1774999
2 8 24 47 1796472
2 8 25 41 1817604
2 8 26 43 1861030
2 8 27 43 1921513
2 8 28 43 2012881
2 8 29 45 2034953
2 8 30 39 2039517
2 8 31 40 2002954
2 8 32 47 1977699
2 8 33 35 1953884
2 8 34 45 1938617
2 8 35 45 1907269
2 8 36 30 1899216
2 9 1 91 2009231
2 9 2 101 1983686
2 9 3 90 1960271
2 9 4 79 1889580
2 9 5 68 1788235
2 9 6 81 1747700
2 9 7 60 1710065
2 9 8 61 1741368
2 9 9 65 1791381
2 9 10 61 1824754
2 9 11 69 1681894
2 9 12 50 1592242
2 9 13 42 1553371
2 9 14 48 1590726
2 9 15 43 1570083
2 9 16 48 1642082
2 9 17 42 1659290
2 9 18 45 1714636
2 9 19 56 1779796
2 9 20 48 1793057
2 9 21 49 1836873
2 9 22 38 1841053
2 9 23 46 1809769
2 9 24 37 1871082
2 9 25 36 1882003
2 9 26 48 1894341
2 9 27 47 1929351
2 9 28 42 1980729
2 9 29 43 2061580
2 9 30 39 2071163
2 9 31 46 2047553
2 9 32 50 2010995
2 9 33 49 1985731
2 9 34 41 1968401
2 9 35 41 1945083
2 9 36 34 1913927
2 10 1 91 2122333
2 10 2 101 2084483
2 10 3 81 2052838
2 10 4 74 2023216
2 10 5 76 1946775
2 10 6 73 1837179
2 10 7 68 1790126
2 10 8 55 1748939
2 10 9 59 1776841
2 10 10 66 1820479
2 10 11 52 1856121
2 10 12 43 1707990
2 10 13 43 1614199
2 10 14 46 1572880
2 10 15 45 1608355
2 10 16 56 1584568
2 10 17 35 1656039
2 10 18 34 1670111
2 10 19 48 1723519
2 10 20 42 1806828
2 10 21 37 1809855
2 10 22 41 1857742
2 10 23 46 1866516
2 10 24 30 1836510
